./testme 
2 
argumentSet = 2
Iteration 1: c = t, s = }re] , state = 0
Iteration 600: c = x, s = s])e , state = 9
Iteration 601: c = e, s = ]t]x), state = 9
Iteration 602: c = ], s = {r)xa, state = 9
Iteration 603: c = a, s = ]t {x, state = 9
Iteration 604: c = t, s = sx )}, state = 9
Iteration 605: c = (, s = (}re , state = 9
Iteration 606: c = t, s = ]t(x}, state = 9
Iteration 607: c = e, s = [r]r , state = 9
Iteration 608: c = t, s =  s[] , state = 9
Iteration 609: c = }, s = )([ee, state = 9
Iteration 610: c = r, s = (t{er, state = 9
Iteration 611: c = }, s = t}){t, state = 9
Iteration 612: c = [, s = t(s][, state = 9
Iteration 613: c =  , s = r {es, state = 9
Iteration 614: c = x, s = xx]xa, state = 9
Iteration 615: c = x, s = (xaa , state = 9
Iteration 616: c =  , s = tas}}, state = 9
Iteration 617: c = e, s = ]x(r{, state = 9
Iteration 618: c = (, s = t(a s, state = 9
Iteration 619: c = {, s = ] ) e, state = 9
Iteration 620: c = [, s = s(}a), state = 9
Iteration 621: c = s, s = )}{}(, state = 9
Iteration 622: c = ], s = xs{}), state = 9
Iteration 623: c = ), s = )r]st, state = 9
Iteration 624: c = ], s = {ess{, state = 9
Iteration 625: c = e, s = t[s)x, state = 9
Iteration 626: c = x, s = x([)r, state = 9
Iteration 627: c = (, s = a{[]e, state = 9
Iteration 628: c = r, s = ax)tx, state = 9
Iteration 629: c = r, s = )e})], state = 9
Iteration 630: c = e, s = xr[  , state = 9
Iteration 631: c = x, s = s]]sa, state = 9
Iteration 632: c = x, s = [er{], state = 9
Iteration 633: c = }, s = [t[e(, state = 9
Iteration 634: c = ], s = }])(x, state = 9
Iteration 635: c = {, s = [e([{, state = 9
Iteration 636: c = a, s = ){{ (, state = 9
Iteration 637: c = }, s = e }}x, state = 9
Iteration 638: c = (, s = ()[a}, state = 9
Iteration 639: c = (, s = (tt]{, state = 9
Iteration 640: c = }, s = t  [x, state = 9
Iteration 641: c = ), s = x[e)x, state = 9
Iteration 642: c = [, s = {{ ]e, state = 9
Iteration 643: c = e, s = s[}ta, state = 9
Iteration 644: c = [, s = {x( [, state = 9
Iteration 645: c = }, s = r{s({, state = 9
Iteration 646: c =  , s = sr e , state = 9
Iteration 647: c = e, s = e]t[x, state = 9
Iteration 648: c = s, s = tatxx, state = 9
Iteration 649: c =  , s = xrsr[, state = 9
Iteration 650: c = [, s = {r{[[, state = 9
Iteration 651: c = x, s =  s r], state = 9
Iteration 652: c = r, s = })a]r, state = 9
Iteration 653: c = r, s = }]{){, state = 9
Iteration 654: c = ), s = []as}, state = 9
Iteration 655: c = }, s = []a e, state = 9
Iteration 656: c = a, s = e[a[s, state = 9
Iteration 657: c = (, s = r)]{{, state = 9
Iteration 658: c = a, s = (e( x, state = 9
Iteration 659: c = a, s = [)(ax, state = 9
Iteration 660: c = ), s = e){(e, state = 9
Iteration 661: c = (, s = ]r tt, state = 9
Iteration 662: c = {, s = (esr{, state = 9
Iteration 663: c = [, s =   ta], state = 9
Iteration 664: c = }, s = ]][r(, state = 9
Iteration 665: c = ), s =  [a){, state = 9
Iteration 666: c = (, s = et[(s, state = 9
Iteration 667: c = (, s =  (s([, state = 9
Iteration 668: c = [, s =   xa), state = 9
Iteration 669: c = (, s = [xr{ , state = 9
Iteration 670: c = s, s = trs x, state = 9
Iteration 671: c = {, s = } (}a, state = 9
Iteration 672: c = {, s = )) ]e, state = 9
Iteration 673: c = x, s = ]{](], state = 9
Iteration 674: c = x, s = {]t[s, state = 9
Iteration 675: c = {, s = [est[, state = 9
Iteration 676: c = a, s =  })){, state = 9
Iteration 677: c = [, s = ssr }, state = 9
Iteration 678: c = }, s = raeax, state = 9
Iteration 679: c = x, s = sr(es, state = 9
Iteration 680: c = (, s = [t[[[, state = 9
Iteration 681: c = [, s = ax][t, state = 9
Iteration 682: c = e, s = [trr , state = 9
Iteration 683: c = {, s = at} x, state = 9
Iteration 684: c = [, s = r}st , state = 9
Iteration 685: c = t, s = [xs[}, state = 9
Iteration 686: c = s, s = {txe{, state = 9
Iteration 687: c = x, s = eaa](, state = 9
Iteration 688: c = r, s = e)e}s, state = 9
Iteration 689: c = x, s = ]rsr], state = 9
Iteration 690: c = (, s = ]e)]t, state = 9
Iteration 691: c = {, s = ] ([[, state = 9
Iteration 692: c =  , s = xt]t), state = 9
Iteration 693: c = s, s = e))]{, state = 9
Iteration 694: c = x, s = [t s], state = 9
Iteration 695: c = s, s = (xee[, state = 9
Iteration 696: c = r, s = t]t r, state = 9
Iteration 697: c = {, s = ]  xa, state = 9
Iteration 698: c = s, s =  {)[t, state = 9
Iteration 699: c = r, s = )test, state = 9
Iteration 700: c = }, s = r[[rs, state = 9
Iteration 701: c = (, s = xts){, state = 9
Iteration 702: c = ), s = sss( , state = 9
Iteration 703: c = a, s = (r}]r, state = 9
Iteration 704: c = x, s = } }a , state = 9
Iteration 705: c = x, s = t{]ts, state = 9
Iteration 706: c = ], s = {xr(t, state = 9
Iteration 707: c = t, s = ]et](, state = 9
Iteration 708: c = {, s = [{[]s, state = 9
Iteration 709: c = s, s =  a{r], state = 9
Iteration 710: c = ), s = arr(r, state = 9
Iteration 711: c = ), s = r[{x(, state = 9
Iteration 712: c = (, s = }t(xr, state = 9
Iteration 713: c = {, s = es}e), state = 9
Iteration 714: c = a, s = rts[], state = 9
Iteration 715: c = ], s = r(x}{, state = 9
Iteration 716: c =  , s = {s a}, state = 9
Iteration 717: c = x, s = ]t}s), state = 9
Iteration 718: c = {, s = {}(] , state = 9
Iteration 719: c = e, s = [(r[ , state = 9
Iteration 720: c = }, s = ][]{], state = 9
Iteration 721: c = e, s = xesra, state = 9
Iteration 722: c = a, s =  txrt, state = 9
Iteration 723: c = (, s = s()(r, state = 9
Iteration 724: c = [, s = [s rs, state = 9
Iteration 725: c = ), s = xrr[s, state = 9
Iteration 726: c = a, s = ea e{, state = 9
Iteration 727: c = r, s = (xer(, state = 9
Iteration 728: c = r, s = e(exx, state = 9
Iteration 729: c = ), s = xx)]a, state = 9
Iteration 730: c = }, s = ara{s, state = 9
Iteration 731: c = {, s = ]e]t], state = 9
Iteration 732: c = e, s = era]), state = 9
Iteration 733: c = ), s = }xsat, state = 9
Iteration 734: c =  , s = [}e) , state = 9
Iteration 735: c = (, s = {et}t, state = 9
Iteration 736: c = t, s = s]e}r, state = 9
Iteration 737: c = x, s = }} e , state = 9
Iteration 738: c = s, s = xex  , state = 9
Iteration 739: c = }, s = ] txt, state = 9
Iteration 740: c = {, s = ra(ee, state = 9
Iteration 741: c = (, s = eer)}, state = 9
Iteration 742: c = ), s = (([as, state = 9
Iteration 743: c = }, s = ax se, state = 9
Iteration 744: c = }, s = a)s {, state = 9
Iteration 745: c = e, s = ]s(re, state = 9
Iteration 746: c = (, s = t)[] , state = 9
Iteration 747: c = }, s = {a)xs, state = 9
Iteration 748: c = ], s = sa{  , state = 9
Iteration 749: c = {, s = s)sr[, state = 9
Iteration 750: c = [, s = }ese], state = 9
Iteration 751: c = r, s = s]xsx, state = 9
Iteration 752: c = r, s = )e{ {, state = 9
Iteration 753: c = {, s = [{)xx, state = 9
Iteration 754: c = e, s = ) }x(, state = 9
Iteration 755: c = ], s = }))}a, state = 9
Iteration 756: c =  , s = aastx, state = 9
Iteration 757: c =  , s = et[ta, state = 9
Iteration 758: c = a, s = {x]re, state = 9
Iteration 759: c = [, s = ]}x s, state = 9
Iteration 760: c = ], s = (} ]{, state = 9
Iteration 761: c = r, s = s] s), state = 9
Iteration 762: c = ], s = aar}}, state = 9
Iteration 763: c = [, s = s]x}}, state = 9
Iteration 764: c = a, s = r e ], state = 9
Iteration 765: c = s, s = traa), state = 9
Iteration 766: c = ], s = {)ax}, state = 9
Iteration 767: c = [, s = {e)sx, state = 9
Iteration 768: c = [, s = ( e]t, state = 9
Iteration 769: c = x, s = [e]e[, state = 9
Iteration 770: c = x, s = ](a{), state = 9
Iteration 771: c = s, s = eex a, state = 9
Iteration 772: c = [, s = })t[x, state = 9
Iteration 773: c = x, s = []]ta, state = 9
Iteration 774: c = r, s = aa}((, state = 9
Iteration 775: c = r, s = ]ttt(, state = 9
Iteration 776: c = ), s = e[ax}, state = 9
Iteration 777: c = ], s = xtaxt, state = 9
Iteration 778: c = t, s = e())[, state = 9
Iteration 779: c = s, s = }}a(r, state = 9
Iteration 780: c = ], s = ea)ta, state = 9
Iteration 781: c = e, s = } et], state = 9
Iteration 782: c =  , s = r {(e, state = 9
Iteration 783: c =  , s = [r})x, state = 9
Iteration 784: c = ], s = ]s(t{, state = 9
Iteration 785: c = t, s = )ta([, state = 9
Iteration 786: c = e, s = [}[sx, state = 9
Iteration 787: c = s, s =  a ]x, state = 9
Iteration 788: c = [, s = [xr)(, state = 9
Iteration 789: c =  , s = {r{}r, state = 9
Iteration 790: c = a, s = x xr), state = 9
Iteration 791: c = }, s = })(r), state = 9
Iteration 792: c = r, s = )[[ee, state = 9
Iteration 793: c = x, s = tetea, state = 9
Iteration 794: c = [, s = [)ea[, state = 9
Iteration 795: c = ], s = exsxa, state = 9
Iteration 796: c = ), s = [ea(], state = 9
Iteration 797: c = [, s = t{[((, state = 9
Iteration 798: c = e, s = ]{])t, state = 9
Iteration 799: c = (, s = e{]r}, state = 9
Iteration 800: c = e, s = a}xas, state = 9
Iteration 801: c = r, s = ts]x(, state = 9
Iteration 802: c = a, s = x ]]a, state = 9
Iteration 803: c = t, s = x[ {r, state = 9
Iteration 804: c =  , s = a})(a, state = 9
Iteration 805: c = [, s = (]]}[, state = 9
Iteration 806: c = }, s = a(}(}, state = 9
Iteration 807: c = e, s = )s[x}, state = 9
Iteration 808: c = a, s = }(}r , state = 9
Iteration 809: c = x, s = tr[]s, state = 9
Iteration 810: c = x, s = st[}), state = 9
Iteration 811: c = {, s = [[ ] , state = 9
Iteration 812: c = r, s = x[e)x, state = 9
Iteration 813: c = x, s = ts})), state = 9
Iteration 814: c = t, s = (r]{a, state = 9
Iteration 815: c = ], s = r{rrs, state = 9
Iteration 816: c = x, s = t[){], state = 9
Iteration 817: c = s, s = ( s[e, state = 9
Iteration 818: c = x, s = xs (], state = 9
Iteration 819: c = t, s = [rees, state = 9
Iteration 820: c = a, s = ]r]a}, state = 9
Iteration 821: c = }, s = e)}}s, state = 9
Iteration 822: c = a, s = at)at, state = 9
Iteration 823: c = }, s = r)x(], state = 9
Iteration 824: c = [, s = (]s[), state = 9
Iteration 825: c = t, s = }{]{r, state = 9
Iteration 826: c = (, s = e]e}(, state = 9
Iteration 827: c = r, s = e}e}e, state = 9
Iteration 828: c = t, s = ()}}e, state = 9
Iteration 829: c = (, s = ][s)(, state = 9
Iteration 830: c = ), s = })e(s, state = 9
Iteration 831: c = }, s = xr {{, state = 9
Iteration 832: c = a, s = [(esr, state = 9
Iteration 833: c = e, s = te}x}, state = 9
Iteration 834: c =  , s = ](a]e, state = 9
Iteration 835: c = ), s = {x (r, state = 9
Iteration 836: c = {, s = r(stx, state = 9
Iteration 837: c = {, s = a]x ], state = 9
Iteration 838: c = (, s = {)[]t, state = 9
Iteration 839: c = }, s = (re)a, state = 9
Iteration 840: c = r, s = (}{ae, state = 9
Iteration 841: c = s, s = }}(}], state = 9
Iteration 842: c = ], s = et {a, state = 9
Iteration 843: c = [, s =  ))a{, state = 9
Iteration 844: c = ], s = txart, state = 9
Iteration 845: c = ], s = }[ae), state = 9
Iteration 846: c =  , s = e{r[r, state = 9
Iteration 847: c = }, s = ]}x(s, state = 9
Iteration 848: c = t, s = ((}r), state = 9
Iteration 849: c = e, s = a) sx, state = 9
Iteration 850: c = a, s = ][xtt, state = 9
Iteration 851: c = (, s = ar (r, state = 9
Iteration 852: c = (, s = ))e{], state = 9
Iteration 853: c = ], s = (ssrr, state = 9
Iteration 854: c = }, s = } {s(, state = 9
Iteration 855: c = r, s =  rtes, state = 9
Iteration 856: c = s, s = s{] x, state = 9
Iteration 857: c = a, s = ){saa, state = 9
Iteration 858: c = ], s = t))tx, state = 9
Iteration 859: c = x, s = xs]rt, state = 9
Iteration 860: c = r, s = ]a])(, state = 9
Iteration 861: c = }, s = x(e[}, state = 9
Iteration 862: c =  , s = )[x)a, state = 9
Iteration 863: c = s, s = xx)(x, state = 9
Iteration 864: c = t, s = }tt{s, state = 9
Iteration 865: c = s, s = [}{][, state = 9
Iteration 866: c = x, s =  )](e, state = 9
Iteration 867: c = {, s = aa{s[, state = 9
Iteration 868: c = r, s = r)(x], state = 9
Iteration 869: c = ], s = a{exa, state = 9
Iteration 870: c = ], s = }}(e{, state = 9
Iteration 871: c =  , s =  xes], state = 9
Iteration 872: c = ), s = {t[xt, state = 9
Iteration 873: c =  , s =  ee}{, state = 9
Iteration 874: c = }, s = {]]t(, state = 9
Iteration 875: c = (, s = ))rea, state = 9
Iteration 876: c = s, s = {r}te, state = 9
Iteration 877: c = (, s = rt r}, state = 9
Iteration 878: c = {, s = tr{t , state = 9
Iteration 879: c = a, s = x)[{], state = 9
Iteration 880: c =  , s = x{t((, state = 9
Iteration 881: c = x, s = [ {]a, state = 9
Iteration 882: c = (, s = s[{ t, state = 9
Iteration 883: c = r, s = }[)et, state = 9
Iteration 884: c = t, s = (}] ], state = 9
Iteration 885: c =  , s = ][))a, state = 9
Iteration 886: c = ], s = [}[a(, state = 9
Iteration 887: c = x, s = xt))x, state = 9
Iteration 888: c = }, s = xsr{], state = 9
Iteration 889: c = ], s = (s{ea, state = 9
Iteration 890: c = t, s = {t{e), state = 9
Iteration 891: c = }, s = xrt][, state = 9
Iteration 892: c = {, s = [) r(, state = 9
Iteration 893: c = ], s =  r](s, state = 9
Iteration 894: c = x, s = r(a[[, state = 9
Iteration 895: c = ], s = { ra[, state = 9
Iteration 896: c = x, s = ex(s{, state = 9
Iteration 897: c =  , s = [{e (, state = 9
Iteration 898: c = (, s = (}er), state = 9
Iteration 899: c = e, s = {xs]}, state = 9
Iteration 900: c = t, s = x]{((, state = 9
Iteration 901: c = {, s = )[r]s, state = 9
Iteration 902: c = t, s = ([ s , state = 9
Iteration 903: c = a, s = (}t[ , state = 9
Iteration 904: c = }, s = extr[, state = 9
Iteration 905: c = ), s = ]xat}, state = 9
Iteration 906: c = x, s = ({xt[, state = 9
Iteration 907: c =  , s = s( a(, state = 9
Iteration 908: c = ], s = e {e , state = 9
Iteration 909: c = ), s =   tat, state = 9
Iteration 910: c = (, s = sr}{], state = 9
Iteration 911: c = (, s = )s}(e, state = 9
Iteration 912: c = }, s = asrr{, state = 9
Iteration 913: c = e, s = )({ss, state = 9
Iteration 914: c = ], s = xas}], state = 9
Iteration 915: c = t, s = )r]{s, state = 9
Iteration 916: c =  , s = x] sr, state = 9
Iteration 917: c = [, s = } s{(, state = 9
Iteration 918: c = {, s = [eaa], state = 9
Iteration 919: c = a, s = t{]t], state = 9
Iteration 920: c = a, s = sa[}}, state = 9
Iteration 921: c = [, s = s(](t, state = 9
Iteration 922: c = ), s = a}ea], state = 9
Iteration 923: c = s, s = rer{{, state = 9
Iteration 924: c = }, s = } s{ , state = 9
Iteration 925: c = }, s = ]([ee, state = 9
Iteration 926: c = }, s = teret, state = 9
Iteration 927: c = r, s = axa r, state = 9
Iteration 928: c = (, s =  )ttr, state = 9
Iteration 929: c =  , s = ] ]}), state = 9
Iteration 930: c = s, s = ({{((, state = 9
Iteration 931: c = (, s = e[s}e, state = 9
Iteration 932: c = t, s = a a]}, state = 9
Iteration 933: c =  , s = eeess, state = 9
Iteration 934: c = r, s = (}tr(, state = 9
Iteration 935: c = }, s = e e(}, state = 9
Iteration 936: c = [, s = { [{t, state = 9
Iteration 937: c = [, s = {  ]t, state = 9
Iteration 938: c = t, s = [sr[r, state = 9
Iteration 939: c = ), s = rt ee, state = 9
Iteration 940: c = a, s =  )r{e, state = 9
Iteration 941: c =  , s = {t}aa, state = 9
Iteration 942: c = ), s = }]stx, state = 9
Iteration 943: c = t, s = s}e)], state = 9
Iteration 944: c = ], s =  })} , state = 9
Iteration 945: c = a, s = [](re, state = 9
Iteration 946: c = s, s = (t[]x, state = 9
Iteration 947: c = a, s = {tt{s, state = 9
Iteration 948: c = a, s = (st[x, state = 9
Iteration 949: c = ), s = ]e[a}, state = 9
Iteration 950: c =  , s = r}sea, state = 9
Iteration 951: c = e, s = e}se , state = 9
Iteration 952: c = a, s = ()x{e, state = 9
Iteration 953: c =  , s = )[(}(, state = 9
Iteration 954: c = ], s =  s)  , state = 9
Iteration 955: c = [, s = r(}r[, state = 9
Iteration 956: c = s, s = )ea)], state = 9
Iteration 957: c = ), s = ss  (, state = 9
Iteration 958: c = [, s = ]](s , state = 9
Iteration 959: c = a, s = ]}{ t, state = 9
Iteration 960: c = ), s =  e]e}, state = 9
Iteration 961: c = e, s = e{] e, state = 9
Iteration 962: c = x, s = tex{ , state = 9
Iteration 963: c = }, s = xs }t, state = 9
Iteration 964: c = r, s = t){ e, state = 9
Iteration 965: c =  , s = s([][, state = 9
Iteration 966: c = ), s = }ts(a, state = 9
Iteration 967: c = e, s = ] ][), state = 9
Iteration 968: c = s, s = rtst), state = 9
Iteration 969: c = e, s = ]})[t, state = 9
Iteration 970: c = a, s =  e)ax, state = 9
Iteration 971: c = r, s = [se[(, state = 9
Iteration 972: c = (, s = sr}}e, state = 9
Iteration 973: c = (, s = }}{}), state = 9
Iteration 974: c = t, s = }x)[), state = 9
Iteration 975: c = }, s = }t  x, state = 9
Iteration 976: c = r, s = txre}, state = 9
Iteration 977: c = s, s = [ar)t, state = 9
Iteration 978: c = ], s = e) t[, state = 9
Iteration 979: c = s, s = s}x}}, state = 9
Iteration 980: c = (, s = ({[xx, state = 9
Iteration 981: c = }, s =  a[t , state = 9
Iteration 982: c = ], s = t}(s[, state = 9
Iteration 983: c = [, s = }t)e[, state = 9
Iteration 984: c = e, s = e( ar, state = 9
Iteration 985: c = t, s = xe(x{, state = 9
Iteration 986: c = }, s = [)t(), state = 9
Iteration 987: c = x, s = r]ss}, state = 9
Iteration 988: c = [, s = [{tet, state = 9
Iteration 989: c = (, s = )s{t{, state = 9
Iteration 990: c = s, s = [rr((, state = 9
Iteration 991: c = [, s = ra]sx, state = 9
Iteration 992: c = a, s =   ( (, state = 9
Iteration 993: c = e, s = xat}(, state = 9
Iteration 994: c = [, s = )eses, state = 9
Iteration 995: c = {, s = ets]{, state = 9
Iteration 996: c = (, s = r(x}t, state = 9
Iteration 997: c = t, s = ta [), state = 9
Iteration 998: c = }, s = e(er), state = 9
Iteration 999: c = [, s = s(tr[, state = 9
Iteration 1000: c = s, s = [[e[], state = 9
Iteration 1001: c = t, s = a}[r(, state = 9
Iteration 1002: c = (, s = s[x (, state = 9
Iteration 1003: c = (, s = rs{re, state = 9
Iteration 1004: c = s, s = r][r), state = 9
Iteration 1005: c = {, s = r)a}e, state = 9
Iteration 1006: c = [, s = )(]et, state = 9
Iteration 1007: c = e, s = see}[, state = 9
Iteration 1008: c = s, s = )ttt], state = 9
Iteration 1009: c = s, s = e}}ta, state = 9
Iteration 1010: c = {, s = a[e]], state = 9
Iteration 1011: c = ), s = ] e}[, state = 9
Iteration 1012: c = r, s =  [){}, state = 9
Iteration 1013: c = r, s = ((]{{, state = 9
Iteration 1014: c =  , s = [tt]t, state = 9
Iteration 1015: c =  , s = s }es, state = 9
Iteration 1016: c = (, s = }ra a, state = 9
Iteration 1017: c = }, s = t))]r, state = 9
Iteration 1018: c = {, s = xtx[ , state = 9
Iteration 1019: c = ), s = } ))t, state = 9
Iteration 1020: c = ], s = et[ r, state = 9
Iteration 1021: c = [, s = x{ssx, state = 9
Iteration 1022: c = {, s = )}s {, state = 9
Iteration 1023: c = e, s = xrrss, state = 9
Iteration 1024: c = [, s = xax(s, state = 9
Iteration 1025: c = a, s = rs s , state = 9
Iteration 1026: c = (, s = t] er, state = 9
Iteration 1027: c = e, s = { }[}, state = 9
Iteration 1028: c = ], s = e[a)s, state = 9
Iteration 1029: c = {, s = r}r(), state = 9
Iteration 1030: c = r, s = ]}r[a, state = 9
Iteration 1031: c = [, s = {xe)x, state = 9
Iteration 1032: c = }, s = ))s[), state = 9
Iteration 1033: c = }, s = ex) (, state = 9
Iteration 1034: c = x, s = xts {, state = 9
Iteration 1035: c = ], s = {e s[, state = 9
Iteration 1036: c = r, s = sa{ss, state = 9
Iteration 1037: c = ), s = }) x), state = 9
Iteration 1038: c = e, s = [}a)r, state = 9
Iteration 1039: c = ), s = {{]{), state = 9
Iteration 1040: c = s, s = ere{e, state = 9
Iteration 1041: c = t, s = te (], state = 9
Iteration 1042: c = a, s = e{s[r, state = 9
Iteration 1043: c = ], s = tr(}a, state = 9
Iteration 1044: c = s, s = {}{s], state = 9
Iteration 1045: c = s, s = s]e]e, state = 9
Iteration 1046: c = ), s = era[t, state = 9
Iteration 1047: c = {, s = }sa)[, state = 9
Iteration 1048: c = [, s = {[sx], state = 9
